#      MET_(days)     MET_(hours)  Alt_J2_(km)  Alt_mer(km)  Perigee_(km)   Apogee_(km)  Latitude  Longitude  Eccentricity   TrueAnomly  Atm_Drag_(N)        Tn_(K)     F10.7_curr
      0.401736111       9.6416667     448.5224     443.8041      149.9999      600.0000  47.75799 -125.32631   0.033352110  109.6165752    0.0000e+00        0.0000        116.000
      0.402083333       9.6500000     455.4376     451.0082      149.9999      600.0000  46.98169 -122.87381   0.033352110  111.5326333    0.0000e+00        0.0000        116.000
      0.402430556       9.6583333     462.2376     458.1179      149.9999      600.0000  46.15088 -120.50242   0.033352110  113.4446752    0.0000e+00        0.0000        116.000
      0.402777778       9.6666667     468.9163     465.1256      149.9999      600.0000  45.26908 -118.21205   0.033352110  115.3527682    0.0000e+00        0.0000        116.000
      0.403125000       9.6750000     475.4676     472.0237      149.9999      599.9999  44.33969 -116.00181   0.033352110  117.2569835    0.0000e+00        0.0000        116.000
      0.403472222       9.6833333     481.8857     478.8048      149.9999      599.9999  43.36602 -113.87020   0.033352110  119.1573958    0.0000e+00        0.0000        116.000
      0.403819444       9.6916667     488.1652     485.4617      149.9999      599.9999  42.35119 -111.81517   0.033352110  121.0540833    0.0000e+00        0.0000        116.000
      0.404166667       9.7000000     494.3006     491.9874      149.9999      599.9999  41.29822 -109.83427   0.033352110  122.9471274    0.0000e+00        0.0000        116.000
      0.404513889       9.7083333     500.2869     498.3749      149.9999      599.9999  40.20992 -107.92475   0.033352110  124.8366127    0.0000e+00        0.0000        116.000
      0.404861111       9.7166667     506.1191     504.6175      149.9999      599.9999  39.08896 -106.08364   0.033352110  126.7226269    0.0000e+00        0.0000        116.000
      0.405208333       9.7250000     511.7926     510.7089      149.9999      599.9999  37.93783 -104.30782   0.033352110  128.6052607    0.0000e+00        0.0000        116.000
      0.405555556       9.7333333     517.3028     516.6426      149.9999      599.9999  36.75887 -102.59409   0.033352110  130.4846074    0.0000e+00        0.0000        116.000
      0.405902778       9.7416667     522.6456     522.4127      149.9999      599.9999  35.55424 -100.93921   0.033352110  132.3607631    0.0000e+00        0.0000        116.000
      0.406250000       9.7500000     527.8168     528.0131      149.9999      599.9999  34.32598  -99.33996   0.033352110  134.2338265    0.0000e+00        0.0000        116.000
      0.406597222       9.7583333     532.8125     533.4382      149.9999      599.9999  33.07596  -97.79317   0.033352110  136.1038988    0.0000e+00        0.0000        116.000
      0.406944444       9.7666667     537.6290     538.6824      149.9999      599.9999  31.80591  -96.29570   0.033352110  137.9710832    0.0000e+00        0.0000        116.000
      0.407291667       9.7750000     542.2628     543.7405      149.9999      599.9999  30.51747  -94.84452   0.033352110  139.8354856    0.0000e+00        0.0000        116.000
      0.407638889       9.7833333     546.7107     548.6074      149.9999      599.9999  29.21213  -93.43668   0.033352110  141.6972137    0.0000e+00        0.0000        116.000
      0.407986111       9.7916667     550.9694     553.2783      149.9999      599.9999  27.89127  -92.06934   0.033352110  143.5563772    0.0000e+00        0.0000        116.000
      0.408333333       9.8000000     555.0360     557.7484      149.9999      599.9999  26.55619  -90.73975   0.033352110  145.4130878    0.0000e+00        0.0000        116.000
      0.408680556       9.8083333     558.9078     562.0134      149.9999      599.9999  25.20809  -89.44530   0.033352110  147.2674590    0.0000e+00        0.0000        116.000
      0.409027778       9.8166667     562.5820     566.0690      149.9999      599.9999  23.84807  -88.18344   0.033352110  149.1196059    0.0000e+00        0.0000        116.000
      0.409375000       9.8250000     566.0562     569.9113      149.9999      599.9999  22.47716  -86.95175   0.033352110  150.9696451    0.0000e+00        0.0000        116.000
      0.409722222       9.8333333     569.3282     573.5365      149.9999      599.9999  21.09635  -85.74793   0.033352110  152.8176949    0.0000e+00        0.0000        116.000
      0.410069444       9.8416667     572.3957     576.9410      149.9999      599.9999  19.70651  -84.56973   0.033352110  154.6638748    0.0000e+00        0.0000        116.000
      0.410416667       9.8500000     575.2569     580.1215      149.9999      599.9999  18.30849  -83.41503   0.033352110  156.5083057    0.0000e+00        0.0000        116.000
      0.410763889       9.8583333     577.9098     583.0749      149.9999      599.9999  16.90308  -82.28178   0.033352110  158.3511096    0.0000e+00        0.0000        116.000
      0.411111111       9.8666667     580.3529     585.7984      149.9999      599.9999  15.49102  -81.16799   0.033352110  160.1924097    0.0000e+00        0.0000        116.000
      0.411458333       9.8750000     582.5845     588.2894      149.9999      599.9999  14.07301  -80.07179   0.033352110  162.0323300    0.0000e+00        0.0000        116.000
      0.411805556       9.8833333     584.6033     590.5453      149.9999      599.9999  12.64971  -78.99133   0.033352110  163.8709957    0.0000e+00        0.0000        116.000
      0.412152778       9.8916667     586.4080     592.5642      149.9999      599.9999  11.22175  -77.92484   0.033352110  165.7085325    0.0000e+00        0.0000        116.000
      0.412500000       9.9000000     587.9976     594.3440      149.9999      599.9999   9.78973  -76.87060   0.033352110  167.5450672    0.0000e+00        0.0000        116.000
      0.412847222       9.9083333     589.3710     595.8830      149.9999      599.9999   8.35421  -75.82695   0.033352110  169.3807270    0.0000e+00        0.0000        116.000
      0.413194444       9.9166667     590.5274     597.1797      149.9999      599.9999   6.91575  -74.79224   0.033352110  171.2156398    0.0000e+00        0.0000        116.000
      0.413541667       9.9250000     591.4662     598.2330      149.9999      599.9999   5.47489  -73.76489   0.033352110  173.0499337    0.0000e+00        0.0000        116.000
      0.413888889       9.9333333     592.1867     599.0418      149.9999      599.9999   4.03214  -72.74333   0.033352110  174.8837377    0.0000e+00        0.0000        116.000
      0.414236111       9.9416667     592.6885     599.6053      149.9999      599.9999   2.58801  -71.72601   0.033352110  176.7171806    0.0000e+00        0.0000        116.000
      0.414583333       9.9500000     592.9714     599.9230      149.9999      599.9999   1.14300  -70.71140   0.033352110  178.5503917    0.0000e+00        0.0000        116.000
      0.414930556       9.9583333     593.0352     599.9946      149.9999      599.9999  -0.30240  -69.69799   0.033352110  180.3835004    0.0000e+00        0.0000        116.000
      0.415277778       9.9666667     592.8797     599.8200      149.9999      599.9999  -1.74769  -68.68427   0.033352110  182.2166362    0.0000e+00        0.0000        116.000
      0.415625000       9.9750000     592.5052     599.3994      149.9999      599.9999  -3.19240  -67.66871   0.033352110  184.0499286    0.0000e+00        0.0000        116.000
      0.415972222       9.9833333     591.9118     598.7332      149.9999      599.9999  -4.63601  -66.64980   0.033352110  185.8835068    0.0000e+00        0.0000        116.000
      0.416319444       9.9916667     591.0999     597.8220      149.9999      599.9999  -6.07803  -65.62601   0.033352110  187.7175001    0.0000e+00        0.0000        116.000
      0.416666667      10.0000000     590.0700     596.6667      149.9999      599.9999  -7.51795  -64.59577   0.033352110  189.5520373    0.0000e+00        0.0000        116.000
      0.417013889      10.0083333     588.8227     595.2684      149.9999      599.9999  -8.95524  -63.55752   0.033352110  191.3872470    0.0000e+00        0.0000        116.000
      0.417361111      10.0166667     587.3587     593.6285      149.9999      599.9999 -10.38937  -62.50963   0.033352110  193.2232574    0.0000e+00        0.0000        116.000
      0.417708333      10.0250000     585.6790     591.7485      149.9999      599.9999 -11.81976  -61.45048   0.033352110  195.0601960    0.0000e+00        0.0000        116.000
      0.418055556      10.0333333     583.7846     589.6301      149.9999      599.9999 -13.24585  -60.37835   0.033352110  196.8981898    0.0000e+00        0.0000        116.000
      0.418402778      10.0416667     581.6766     587.2756      149.9999      599.9999 -14.66701  -59.29152   0.033352110  198.7373652    0.0000e+00        0.0000        116.000
      0.418750000      10.0500000     579.3563     584.6870      149.9999      599.9999 -16.08262  -58.18819   0.033352110  200.5778476    0.0000e+00        0.0000        116.000
      0.419097222      10.0583333     576.8252     581.8669      149.9999      599.9999 -17.49198  -57.06649   0.033352110  202.4197619    0.0000e+00        0.0000        116.000
      0.419444444      10.0666667     574.0850     578.8181      149.9999      599.9999 -18.89439  -55.92451   0.033352110  204.2632316    0.0000e+00        0.0000        116.000
      0.419791667      10.0750000     571.1372     575.5435      149.9999      599.9999 -20.28908  -54.76023   0.033352110  206.1083795    0.0000e+00        0.0000        116.000
      0.420138889      10.0833333     567.9839     572.0463      149.9999      599.9999 -21.67525  -53.57158   0.033352110  207.9553272    0.0000e+00        0.0000        116.000
      0.420486111      10.0916667     564.6270     568.3298      149.9999      599.9999 -23.05203  -52.35637   0.033352110  209.8041949    0.0000e+00        0.0000        116.000
      0.420833333      10.1000000     561.0688     564.3978      149.9999      599.9999 -24.41850  -51.11235   0.033352110  211.6551017    0.0000e+00        0.0000        116.000
      0.421180556      10.1083333     557.3117     560.2541      149.9999      599.9999 -25.77367  -49.83715   0.033352110  213.5081652    0.0000e+00        0.0000        116.000
      0.421527778      10.1166667     553.3580     555.9028      149.9999      599.9999 -27.11646  -48.52831   0.033352110  215.3635013    0.0000e+00        0.0000        116.000
      0.421875000      10.1250000     549.2107     551.3481      149.9999      599.9999 -28.44574  -47.18325   0.033352110  217.2212245    0.0000e+00        0.0000        116.000
      0.422222222      10.1333333     544.8725     546.5946      149.9999      599.9999 -29.76027  -45.79931   0.033352110  219.0814476    0.0000e+00        0.0000        116.000
      0.422569444      10.1416667     540.3464     541.6471      149.9999      599.9999 -31.05872  -44.37369   0.033352110  220.9442814    0.0000e+00        0.0000        116.000
      0.422916667      10.1500000     535.6357     536.5105      149.9999      599.9999 -32.33965  -42.90350   0.033352110  222.8098349    0.0000e+00        0.0000        116.000
      0.423263889      10.1583333     530.7438     531.1899      149.9999      599.9999 -33.60152  -41.38577   0.033352110  224.6782149    0.0000e+00        0.0000        116.000
      0.423611111      10.1666667     525.6742     525.6908      149.9999      599.9999 -34.84266  -39.81741   0.033352110  226.5495262    0.0000e+00        0.0000        116.000
      0.423958333      10.1750000     520.4307     520.0187      149.9999      599.9999 -36.06127  -38.19528   0.033352110  228.4238714    0.0000e+00        0.0000        116.000
      0.424305556      10.1833333     515.0174     514.1794      149.9999      599.9999 -37.25541  -36.51617   0.033352110  230.3013504    0.0000e+00        0.0000        116.000
      0.424652778      10.1916667     509.4383     508.1790      149.9999      599.9999 -38.42300  -34.77685   0.033352110  232.1820609    0.0000e+00        0.0000        116.000
      0.425000000      10.2000000     503.6978     502.0235      149.9999      599.9999 -39.56180  -32.97409   0.033352110  234.0660979    0.0000e+00        0.0000        116.000
      0.425347222      10.2083333     497.8006     495.7195      149.9999      599.9999 -40.66941  -31.10473   0.033352110  235.9535536    0.0000e+00        0.0000        116.000
      0.425694444      10.2166667     491.7513     489.2733      149.9999      599.9999 -41.74326  -29.16570   0.033352110  237.8445175    0.0000e+00        0.0000        116.000
      0.426041667      10.2250000     485.5550     482.6919      149.9999      599.9999 -42.78062  -27.15410   0.033352110  239.7390759    0.0000e+00        0.0000        116.000
      0.426388889      10.2333333     479.2168     475.9822      149.9999      599.9999 -43.77860  -25.06730   0.033352110  241.6373122    0.0000e+00        0.0000        116.000
      0.426736111      10.2416667     472.7423     469.1513      149.9999      599.9999 -44.73414  -22.90302   0.033352110  243.5393065    0.0000e+00        0.0000        116.000
      0.427083333      10.2500000     466.1370     462.2064      149.9999      599.9999 -45.64403  -20.65940   0.033352110  245.4451354    0.0000e+00        0.0000        116.000
      0.427430556      10.2583333     459.4068     455.1550      149.9999      599.9999 -46.50491  -18.33519   0.033352110  247.3548722    0.0000e+00        0.0000        116.000
      0.427777778      10.2666667     452.5578     448.0049      149.9999      599.9999 -47.31334  -15.92983   0.033352110  249.2685865    0.0000e+00        0.0000        116.000
      0.428125000      10.2750000     445.5963     440.7636      149.9999      599.9999 -48.06578  -13.44357   0.033352110  251.1863443    0.0000e+00        0.0000        116.000
      0.428472222      10.2833333     438.5288     433.4392      149.9999      599.9999 -48.75864  -10.87764   0.033352110  253.1082074    0.0000e+00        0.0000        116.000
      0.428819444      10.2916667     431.3623     426.0397      149.9999      599.9999 -49.38835   -8.23436   0.033352110  255.0342341    0.0000e+00        0.0000        116.000
      0.429166667      10.3000000     424.1035     418.5734      149.9999      599.9999 -49.95138   -5.51724   0.033352110  256.9644780    0.0000e+00        0.0000        116.000
      0.429513889      10.3083333     416.7598     411.0486      149.9999      599.9999 -50.44433   -2.73106   0.033352110  258.8989888    0.0000e+00        0.0000        116.000
      0.429861111      10.3166667     409.3387     403.4736      149.9999      599.9999 -50.86399    0.11809   0.033352110  260.8378118    0.0000e+00        0.0000        116.000
      0.430208333      10.3250000     401.8478     395.8572      149.9999      599.9999 -51.20742    3.02283   0.033352110  262.7809877    0.0000e+00        0.0000        116.000
      0.430555556      10.3333333     394.2950     388.2079      149.9999      599.9999 -51.47201    5.97452   0.033352110  264.7285525    0.0000e+00        0.0000        116.000
      0.430902778      10.3416667     386.6885     380.5346      149.9999      599.9999 -51.65555    8.96346   0.033352110  266.6805376    0.0000e+00        0.0000        116.000
      0.431250000      10.3500000     379.0366     372.8461      149.9999      599.9999 -51.75627   11.97900   0.033352110  268.6369694    0.0000e+00        0.0000        116.000
      0.431597222      10.3583333     371.3479     365.1514      149.9999      599.9999 -51.77297   15.00984   0.033352110  270.5978694    0.0000e+00        0.0000        116.000
      0.431944444      10.3666667     363.6311     357.4594      149.9999      599.9999 -51.70493   18.04430   0.033352110  272.5632539    0.0000e+00        0.0000        116.000
      0.432291667      10.3750000     355.8953     349.7792      149.9999      599.9999 -51.55205   21.07061   0.033352110  274.5331341    0.0000e+00        0.0000        116.000
      0.432638889      10.3833333     348.1495     342.1200      149.9999      599.9999 -51.31476   24.07728   0.033352110  276.5075158    0.0000e+00        0.0000        116.000
      0.432986111      10.3916667     340.4032     334.4908      149.9999      599.9999 -50.99406   27.05332   0.033352110  278.4863993    0.0000e+00        0.0000        116.000
      0.433333333      10.4000000     332.6658     326.9009      149.9999      599.9999 -50.59142   29.98857   0.033352110  280.4697796    0.0000e+00        0.0000        116.000
      0.433680556      10.4083333     324.9471     319.3595      149.9999      599.9999 -50.10881   32.87390   0.033352110  282.4576459    0.0000e+00        0.0000        116.000
      0.434027778      10.4166667     317.2569     311.8758      149.9999      599.9999 -49.54858   35.70135   0.033352110  284.4499819    0.0000e+00        0.0000        116.000
      0.434375000      10.4250000     309.6052     304.4588      149.9999      599.9999 -48.91341   38.46423   0.033352110  286.4467654    0.0000e+00        0.0000        116.000
      0.434722222      10.4333333     302.0021     297.1179      149.9999      599.9999 -48.20625   41.15720   0.033352110  288.4479685    0.0000e+00        0.0000        116.000
      0.435069444      10.4416667     294.4578     289.8622      149.9999      599.9999 -47.43024   43.77618   0.033352110  290.4535574    0.0000e+00        0.0000        116.000
      0.435416667      10.4500000     286.9827     282.7006      149.9999      599.9999 -46.58865   46.31834   0.033352110  292.4634924    0.0000e+00        0.0000        116.000
      0.435763889      10.4583333     279.5872     275.6424      149.9999      599.9999 -45.68483   48.78201   0.033352110  294.4777277    0.0000e+00        0.0000        116.000
      0.436111111      10.4666667     272.2818     268.6963      149.9999      599.9999 -44.72213   51.16653   0.033352110  296.4962118    0.0000e+00        0.0000        116.000
      0.436458333      10.4750000     265.0770     261.8713      149.9999      599.9999 -43.70390   53.47214   0.033352110  298.5188869    0.0000e+00        0.0000        116.000
      0.436805556      10.4833333     257.9832     255.1761      149.9999      599.9999 -42.63341   55.69985   0.033352110  300.5456895    0.0000e+00        0.0000        116.000
      0.437152778      10.4916667     251.0112     248.6194      149.9999      599.9999 -41.51386   57.85130   0.033352110  302.5765499    0.0000e+00        0.0000        116.000
      0.437500000      10.5000000     244.1713     242.2097      149.9999      599.9999 -40.34832   59.92864   0.033352110  304.6113924    0.0000e+00        0.0000        116.000
      0.437847222      10.5083333     237.4741     235.9553      149.9999      599.9999 -39.13975   61.93442   0.033352110  306.6501357    0.0000e+00        0.0000        116.000
      0.438194444      10.5166667     230.9300     229.8646      149.9999      599.9999 -37.89099   63.87151   0.033352110  308.6926921    0.0000e+00        0.0000        116.000
      0.438541667      10.5250000     224.5493     223.9455      149.9999      599.9999 -36.60471   65.74296   0.033352110  310.7389685    0.0000e+00        0.0000        116.000
      0.438888889      10.5333333     218.3422     218.2058      149.9999      599.9999 -35.28349   67.55199   0.033352110  312.7888659    0.0000e+00        0.0000        116.000
      0.439236111      10.5416667     212.3187     212.6534      149.9999      599.9999 -33.92972   69.30189   0.033352110  314.8422794    0.0000e+00        0.0000        116.000
      0.439583333      10.5500000     206.4888     207.2956      149.9999      599.9999 -32.54570   70.99600   0.033352110  316.8990988    0.0000e+00        0.0000        116.000
      0.439930556      10.5583333     200.8622     202.1396      149.9999      599.9999 -31.13359   72.63763   0.033352110  318.9592085    0.0000e+00        0.0000        116.000
      0.440277778      10.5666667     195.4482     197.1925      149.9999      599.9999 -29.69542   74.23007   0.033352110  321.0224872    0.0000e+00        0.0000        116.000
      0.440625000      10.5750000     190.2562     192.4609      149.9999      599.9999 -28.23312   75.77656   0.033352110  323.0888088    0.0000e+00        0.0000        116.000
      0.440972222      10.5833333     185.2950     187.9513      149.9999      599.9999 -26.74851   77.28025   0.033352110  325.1580419    0.0000e+00        0.0000        116.000
      0.441319444      10.5916667     180.5733     183.6700      149.9999      599.9999 -25.24331   78.74421   0.033352110  327.2300505    0.0000e+00        0.0000        116.000
      0.441666667      10.6000000     176.0994     179.6228      149.9999      599.9999 -23.71916   80.17141   0.033352110  329.3046937    0.0000e+00        0.0000        116.000
      0.442013889      10.6083333     171.8811     175.8154      149.9999      599.9999 -22.17761   81.56474   0.033352110  331.3818261    0.0000e+00        0.0000        116.000
      0.442361111      10.6166667     167.9261     172.2529      149.9999      599.9999 -20.62014   82.92699   0.033352110  333.4612984    0.0000e+00        0.0000        116.000
      0.442708333      10.6250000     164.2415     168.9404      149.9999      599.9999 -19.04816   84.26084   0.033352110  335.5429568    0.0000e+00        0.0000        116.000
      0.443055556      10.6333333     160.8340     165.8825      149.9999      599.9999 -17.46301   85.56890   0.033352110  337.6266441    0.0000e+00        0.0000        116.000
      0.443402778      10.6416667     157.7097     163.0835      149.9999      599.9999 -15.86600   86.85369   0.033352110  339.7121992    0.0000e+00        0.0000        116.000
      0.443750000      10.6500000     154.8745     160.5473      149.9999      599.9999 -14.25837   88.11764   0.033352110  341.7994581    0.0000e+00        0.0000        116.000
      0.444097222      10.6583333     152.3337     158.2775      149.9999      599.9999 -12.64132   89.36310   0.033352110  343.8882535    0.0000e+00        0.0000        116.000
      0.444444444      10.6666667     150.0919     156.2772      149.9999      599.9999 -11.01603   90.59236   0.033352110  345.9784155    0.0000e+00        0.0000        116.000
      0.444791667      10.6750000     148.1533     154.5494      149.9999      599.9999  -9.38363   91.80767   0.033352110  348.0697717    0.0000e+00        0.0000        116.000
      0.445138889      10.6833333     146.5217     153.0964      149.9999      599.9999  -7.74522   93.01120   0.033352110  350.1621476    0.0000e+00        0.0000        116.000
      0.445486111      10.6916667     145.2000     151.9204      149.9999      599.9999  -6.10190   94.20507   0.033352110  352.2553670    0.0000e+00        0.0000        116.000
      0.445833333      10.7000000     144.1909     151.0229      149.9999      599.9999  -4.45472   95.39139   0.033352110  354.3492518    0.0000e+00        0.0000        116.000
      0.446180556      10.7083333     143.4961     150.4053      149.9999      599.9999  -2.80475   96.57222   0.033352110  356.4436232    0.0000e+00        0.0000        116.000
      0.446527778      10.7166667     143.1170     150.0684      149.9999      599.9999  -1.15302   97.74960   0.033352110  358.5383012    0.0000e+00        0.0000        116.000
      0.446875000      10.7250000     143.0544     150.0128      149.9999      599.9999   0.49943   98.92557   0.033352110    0.6331052    0.0000e+00        0.0000        116.000
      0.447222222      10.7333333     143.3083     150.2385      149.9999      599.9999   2.15156  100.10216   0.033352110    2.7278546    0.0000e+00        0.0000        116.000
      0.447569444      10.7416667     143.8784     150.7451      149.9999      599.9999   3.80236  101.28138   0.033352110    4.8223688    0.0000e+00        0.0000        116.000
      0.447916667      10.7500000     144.7634     151.5320      149.9999      599.9999   5.45076  102.46528   0.033352110    6.9164676    0.0000e+00        0.0000        116.000
      0.448263889      10.7583333     145.9617     152.5980      149.9999      599.9999   7.09574  103.65592   0.033352110    9.0099715    0.0000e+00        0.0000        116.000
      0.448611111      10.7666667     147.4711     153.9417      149.9999      599.9999   8.73622  104.85537   0.033352110   11.1027022    0.0000e+00        0.0000        116.000
      0.448958333      10.7750000     149.2886     155.5611      149.9999      599.9999  10.37112  106.06576   0.033352110   13.1944828    0.0000e+00        0.0000        116.000
      0.449305556      10.7833333     151.4109     157.4539      149.9999      599.9999  11.99936  107.28924   0.033352110   15.2851378    0.0000e+00        0.0000        116.000
      0.449652778      10.7916667     153.8340     159.6174      149.9999      599.9999  13.61981  108.52803   0.033352110   17.3744943    0.0000e+00        0.0000        116.000
      0.450000000      10.8000000     156.5534     162.0487      149.9999      599.9999  15.23130  109.78438   0.033352110   19.4623810    0.0000e+00        0.0000        116.000
      0.450347222      10.8083333     159.5640     164.7442      149.9999      599.9999  16.83266  111.06064   0.033352110   21.5486299    0.0000e+00        0.0000        116.000
      0.450694444      10.8166667     162.8602     167.7002      149.9999      599.9999  18.42265  112.35920   0.033352110   23.6330754    0.0000e+00        0.0000        116.000
      0.451041667      10.8250000     166.4360     170.9125      149.9999      599.9999  20.00000  113.68254   0.033352110   25.7155554    0.0000e+00        0.0000        116.000
      0.451388889      10.8333333     170.2849     174.3767      149.9999      599.9999  21.56338  115.03324   0.033352110   27.7959110    0.0000e+00        0.0000        116.000
      0.451736111      10.8416667     174.3999     178.0878      149.9999      599.9999  23.11140  116.41395   0.033352110   29.8739870    0.0000e+00        0.0000        116.000
      0.452083333      10.8500000     178.7736     182.0408      149.9999      599.9999  24.64261  117.82742   0.033352110   31.9496325    0.0000e+00        0.0000        116.000
      0.452430556      10.8583333     183.3983     186.2302      149.9999      599.9999  26.15550  119.27648   0.033352110   34.0227002    0.0000e+00        0.0000        116.000
      0.452777778      10.8666667     188.2657     190.6502      149.9999      599.9999  27.64845  120.76409   0.033352110   36.0930478    0.0000e+00        0.0000        116.000
      0.453125000      10.8750000     193.3675     195.2947      149.9999      599.9999  29.11979  122.29328   0.033352110   38.1605370    0.0000e+00        0.0000        116.000
      0.453472222      10.8833333     198.6948     200.1574      149.9999      599.9999  30.56773  123.86716   0.033352110   40.2250347    0.0000e+00        0.0000        116.000
      0.453819444      10.8916667     204.2384     205.2316      149.9999      599.9999  31.99038  125.48895   0.033352110   42.2864127    0.0000e+00        0.0000        116.000
      0.454166667      10.9000000     209.9890     210.5104      149.9999      599.9999  33.38577  127.16191   0.033352110   44.3445477    0.0000e+00        0.0000        116.000
      0.454513889      10.9083333     215.9371     215.9868      149.9999      599.9999  34.75176  128.88934   0.033352110   46.3993219    0.0000e+00        0.0000        116.000
      0.454861111      10.9166667     222.0728     221.6533      149.9999      599.9999  36.08614  130.67459   0.033352110   48.4506229    0.0000e+00        0.0000        116.000
      0.455208333      10.9250000     228.3860     227.5023      149.9999      599.9999  37.38654  132.52096   0.033352110   50.4983437    0.0000e+00        0.0000        116.000
      0.455555556      10.9333333     234.8667     233.5261      149.9999      599.9999  38.65046  134.43170   0.033352110   52.5423831    0.0000e+00        0.0000        116.000
      0.455902778      10.9416667     241.5046     239.7167      149.9999      599.9999  39.87525  136.40996   0.033352110   54.5826454    0.0000e+00        0.0000        116.000
      0.456250000      10.9500000     248.2893     246.0660      149.9999      599.9999  41.05816  138.45867   0.033352110   56.6190410    0.0000e+00        0.0000        116.000
      0.456597222      10.9583333     255.2103     252.5656      149.9999      599.9999  42.19627  140.58052   0.033352110   58.6514859    0.0000e+00        0.0000        116.000
      0.456944444      10.9666667     262.2572     259.2070      149.9999      599.9999  43.28654  142.77784   0.033352110   60.6799022    0.0000e+00        0.0000        116.000
      0.457291667      10.9750000     269.4193     265.9817      149.9999      599.9999  44.32583  145.05248   0.033352110   62.7042179    0.0000e+00        0.0000        116.000
      0.457638889      10.9833333     276.6862     272.8809      149.9999      599.9999  45.31089  147.40571   0.033352110   64.7243670    0.0000e+00        0.0000        116.000
      0.457986111      10.9916667     284.0473     279.8959      149.9999      599.9999  46.23840  149.83810   0.033352110   66.7402894    0.0000e+00        0.0000        116.000
      0.458333333      11.0000000     291.4922     287.0177      149.9999      599.9999  47.10500  152.34936   0.033352110   68.7519312    0.0000e+00        0.0000        116.000
      0.458680556      11.0083333     299.0103     294.2372      149.9999      599.9999  47.90735  154.93822   0.033352110   70.7592443    0.0000e+00        0.0000        116.000
      0.459027778      11.0166667     306.5914     301.5456      149.9999      599.9999  48.64213  157.60234   0.033352110   72.7621866    0.0000e+00        0.0000        116.000
      0.459375000      11.0250000     314.2251     308.9335      149.9999      599.9999  49.30614  160.33813   0.033352110   74.7607219    0.0000e+00        0.0000        116.000
      0.459722222      11.0333333     321.9013     316.3919      149.9999      599.9999  49.89635  163.14077   0.033352110   76.7548201    0.0000e+00        0.0000        116.000
      0.460069444      11.0416667     329.6099     323.9116      149.9999      599.9999  50.40996  166.00408   0.033352110   78.7444567    0.0000e+00        0.0000        116.000
      0.460416667      11.0500000     337.3410     331.4834      149.9999      599.9999  50.84449  168.92062   0.033352110   80.7296130    0.0000e+00        0.0000        116.000
      0.460763889      11.0583333     345.0850     339.0981      149.9999      599.9999  51.19781  171.88169   0.033352110   82.7102762    0.0000e+00        0.0000        116.000
      0.461111111      11.0666667     352.8321     346.7466      149.9999      599.9999  51.46824  174.87751   0.033352110   84.6864388    0.0000e+00        0.0000        116.000
      0.461458333      11.0750000     360.5730     354.4196      149.9999      599.9999  51.65459  177.89741   0.033352110   86.6580992    0.0000e+00        0.0000        116.000
      0.461805556      11.0833333     368.2984     362.1080      149.9999      599.9999  51.75620 -179.06995   0.033352110   88.6252609    0.0000e+00        0.0000        116.000
      0.462152778      11.0916667     375.9993     369.8027      149.9999      599.9999  51.77297 -176.03627   0.033352110   90.5879331    0.0000e+00        0.0000        116.000
      0.462500000      11.1000000     383.6668     377.4948      149.9999      599.9999  51.70537 -173.01330   0.033352110   92.5461301    0.0000e+00        0.0000        116.000
      0.462847222      11.1083333     391.2922     385.1751      149.9999      599.9999  51.55441 -170.01253   0.033352110   94.4998712    0.0000e+00        0.0000        116.000
      0.463194444      11.1166667     398.8672     392.8350      149.9999      599.9999  51.32164 -167.04489   0.033352110   96.4491810    0.0000e+00        0.0000        116.000
      0.463541667      11.1250000     406.3836     400.4654      149.9999      599.9999  51.00910 -164.12048   0.033352110   98.3940888    0.0000e+00        0.0000        116.000
      0.463888889      11.1333333     413.8333     408.0578      149.9999      599.9999  50.61926 -161.24839   0.033352110  100.3346290    0.0000e+00        0.0000        116.000
      0.464236111      11.1416667     421.2085     415.6035      149.9999      599.9999  50.15492 -158.43650   0.033352110  102.2708404    0.0000e+00        0.0000        116.000
      0.464583333      11.1500000     428.5017     423.0940      149.9999      599.9999  49.61922 -155.69142   0.033352110  104.2027664    0.0000e+00        0.0000        116.000
      0.464930556      11.1583333     435.7056     430.5209      149.9999      599.9999  49.01547 -153.01844   0.033352110  106.1304549    0.0000e+00        0.0000        116.000
      0.465277778      11.1666667     442.8130     437.8759      149.9999      599.9999  48.34717 -150.42158   0.033352110  108.0539583    0.0000e+00        0.0000        116.000
      0.465625000      11.1750000     449.8172     445.1510      149.9999      599.9999  47.61786 -147.90360   0.033352110  109.9733327    0.0000e+00        0.0000        116.000
      0.465972222      11.1833333     456.7115     452.3382      149.9999      599.9999  46.83115 -145.46616   0.033352110  111.8886388    0.0000e+00        0.0000        116.000
      0.466319444      11.1916667     463.4894     459.4295      149.9999      599.9999  45.99060 -143.10987   0.033352110  113.7999408    0.0000e+00        0.0000        116.000
      0.466666667      11.2000000     470.1449     466.4174      149.9999      599.9999  45.09969 -140.83449   0.033352110  115.7073069    0.0000e+00        0.0000        116.000
      0.467013889      11.2083333     476.6718     473.2943      149.9999      599.9999  44.16182 -138.63902   0.033352110  117.6108090    0.0000e+00        0.0000        116.000
      0.467361111      11.2166667     483.0646     480.0529      149.9999      599.9999  43.18025 -136.52182   0.033352110  119.5105224    0.0000e+00        0.0000        116.000
